Feature	CPF	Disting	Distinct	Feat_Length_Including_Spaces	Number_Of_Words	BR_Label	Display
is_climbed	1	D	1.000	10	2	function	is climbed
is_closed_by_twisting	1	D	1.000	21	4	function	is closed by twisting
is_cold	6	ND	0.167	7	2	tactile	is cold
is_colourful	19	ND	0.053	12	2	visual-colour	is colourful
is_comfortable	15	ND	0.067	14	2	tactile	is comfortable
is_common	1	D	1.000	9	2	encyclopaedic	is common
is_convenient	1	D	1.000	13	2	encyclopaedic	is convenient
is_convertible	1	D	1.000	14	2	encyclopaedic	is convertible
is_cool	1	D	1.000	7	2	tactile	is cool
is_cozy	2	D	0.500	7	2	tactile	is cozy
is_crowded	2	D	0.500	10	2	visual-form_and_surface	is crowded
is_crunchy	11	ND	0.091	10	2	tactile	is crunchy
is_cuddly	1	D	1.000	9	2	tactile	is cuddly
is_curved	3	ND	0.333	9	2	visual-form_and_surface	is curved
is_cute	9	ND	0.111	7	2	encyclopaedic	is cute
is_cylindrical	1	D	1.000	14	2	visual-form_and_surface	is cylindrical
is_damp	2	D	0.500	7	2	tactile	is damp
is_dangerous	37	ND	0.027	12	2	encyclopaedic	is dangerous
is_dark	4	ND	0.250	7	2	visual-form_and_surface	is dark
is_darned	1	D	1.000	9	2	encyclopaedic	is darned
is_decorative	8	ND	0.125	13	2	encyclopaedic	is decorative
is_delicate	1	D	1.000	11	2	encyclopaedic	is delicate
is_delicious	2	D	0.500	12	2	taste	is delicious
is_destructive	3	ND	0.333	14	2	encyclopaedic	is destructive
is_dirty	10	ND	0.100	8	2	visual-form_and_surface	is dirty
is_disposable	1	D	1.000	13	2	encyclopaedic	is disposable
is_domestic	5	ND	0.200	11	2	encyclopaedic	is domestic
is_dressy	1	D	1.000	9	2	encyclopaedic	is dressy
is_dried	2	D	0.500	8	2	visual-form_and_surface	is dried
is_durable	1	D	1.000	10	2	encyclopaedic	is durable
is_dusty	1	D	1.000	8	2	visual-form_and_surface	is dusty
is_easily_lost	2	D	0.500	14	3	encyclopaedic	is easily lost
is_edible	78	ND	0.013	9	2	function	is edible
is_efficient	1	D	1.000	12	2	encyclopaedic	is efficient
is_electrical	22	ND	0.045	13	2	visual-form_and_surface	is electrical
is_electronic	3	ND	0.333	13	2	visual-form_and_surface	is electronic
is_elegant	1	D	1.000	10	2	encyclopaedic	is elegant
is_emptied	1	D	1.000	10	2	function	is emptied
is_endangered	5	ND	0.200	13	2	encyclopaedic	is endangered
is_engraved	1	D	1.000	11	2	visual-form_and_surface	is engraved
is_erasable	1	D	1.000	11	2	encyclopaedic	is erasable
is_expensive	22	ND	0.045	12	2	encyclopaedic	is expensive
is_fancy	1	D	1.000	8	2	encyclopaedic	is fancy
is_fashionable	3	ND	0.333	14	2	encyclopaedic	is fashionable
is_fast	33	ND	0.030	7	2	visual-motion	is fast
is_fat	2	D	0.500	6	2	visual-form_and_surface	is fat
is_feminine	2	D	0.500	11	2	encyclopaedic	is feminine
is_ferocious	2	D	0.500	12	2	encyclopaedic	is ferocious
is_flat	10	ND	0.100	7	2	visual-form_and_surface	is flat
is_fluffy	2	D	0.500	9	2	tactile	is fluffy
is_formal	2	D	0.500	9	2	encyclopaedic	is formal
is_friendly	2	D	0.500	11	2	encyclopaedic	is friendly
is_frightening	3	ND	0.333	14	2	encyclopaedic	is frightening
is_fun	7	ND	0.143	6	2	encyclopaedic	is fun
is_furnished	1	D	1.000	12	2	encyclopaedic	is furnished
is_furry	20	ND	0.050	8	2	tactile	is furry
is_furry/fuzzy	1	D	1.000	14	2	tactile	is furry/fuzzy
is_fuzzy/fluffy	3	ND	0.333	15	2	tactile	is fuzzy/fluffy
is_gentle	1	D	1.000	9	2	encyclopaedic	is gentle
is_gold	7	ND	0.143	7	2	visual-colour	is gold
is_graceful	2	D	0.500	11	2	encyclopaedic	is graceful
is_green	47	ND	0.021	8	2	visual-colour	is green
is_grey	13	ND	0.077	7	2	visual-colour	is grey
is_gritty	1	D	1.000	9	2	tactile	is gritty
is_hairy	1	D	1.000	8	2	tactile	is hairy
is_hand_held	7	ND	0.143	12	3	function	is hand held
is_hard	22	ND	0.045	7	2	tactile	is hard
is_hard_to_kill	1	D	1.000	15	4	encyclopaedic	is hard to kill
is_harvested	1	D	1.000	12	2	function	is harvested
is_healthy	3	ND	0.333	10	2	encyclopaedic	is healthy
is_heavy	27	ND	0.037	8	2	tactile	is heavy
is_high	2	D	0.500	7	2	visual-form_and_surface	is high
is_high_in_fat	1	D	1.000	14	4	encyclopaedic	is high in fat
is_high_off_ground	1	D	1.000	18	4	encyclopaedic	is high off ground
is_hollow	2	D	0.500	9	2	visual-form_and_surface	is hollow
is_hot	4	ND	0.250	6	2	tactile	is hot
is_humorous	1	D	1.000	11	2	encyclopaedic	is humorous
is_independent	1	D	1.000	14	2	encyclopaedic	is independent
is_inexpensive	1	D	1.000	14	2	encyclopaedic	is inexpensive
is_intelligent	2	D	0.500	14	2	encyclopaedic	is intelligent
is_invented	1	D	1.000	11	2	encyclopaedic	is invented
is_juicy	21	ND	0.048	8	2	tactile	is juicy
is_killed	1	D	1.000	9	2	function	is killed
is_knee_high	1	D	1.000	12	3	encyclopaedic	is knee high
is_knitted	5	ND	0.200	10	2	encyclopaedic	is knitted
is_lacy	2	D	0.500	7	2	visual-form_and_surface	is lacy
is_large	106	ND	0.009	8	2	visual-form_and_surface	is large
is_launched	1	D	1.000	11	2	function	is launched
is_leafy	2	D	0.500	8	2	visual-form_and_surface	is leafy
is_lethal	3	ND	0.333	9	2	encyclopaedic	is lethal
is_light_weight	1	D	1.000	15	3	tactile	is light weight
is_lit_by_flames	1	D	1.000	16	4	function	is lit by flames
is_long	81	ND	0.012	7	2	visual-form_and_surface	is long
is_long_lived	1	D	1.000	13	3	encyclopaedic	is long lived
is_long_range	1	D	1.000	13	3	encyclopaedic	is long range
is_loud	34	ND	0.029	7	2	sound	is loud
is_luxurious	2	D	0.500	12	2	encyclopaedic	is luxurious
is_magical	1	D	1.000	10	2	encyclopaedic	is magical
is_male	1	D	1.000	7	2	encyclopaedic	is male
is_man's_best_friend	1	D	1.000	20	4	encyclopaedic	is man's best friend
is_manual	1	D	1.000	9	2	encyclopaedic	is manual
is_measured_in_degrees_Celsius	1	D	1.000	30	5	function	is measured in degrees Celsius
is_measured_in_degrees_Fahrenheit	1	D	1.000	33	5	function	is measured in degrees Fahrenheit
is_mechanical	1	D	1.000	13	2	encyclopaedic	is mechanical
is_medieval	3	ND	0.333	11	2	encyclopaedic	is medieval
is_meltable	1	D	1.000	11	2	function	is meltable
is_melted	1	D	1.000	9	2	function	is melted
is_messy	1	D	1.000	8	2	visual-form_and_surface	is messy
is_metric	1	D	1.000	9	2	encyclopaedic	is metric
is_mobile	1	D	1.000	9	2	encyclopaedic	is mobile
is_modern	1	D	1.000	9	2	encyclopaedic	is modern
is_muddy	1	D	1.000	8	2	visual-form_and_surface	is muddy
is_musty	1	D	1.000	8	2	smell	is musty
is_mysterious	1	D	1.000	13	2	encyclopaedic	is mysterious
is_non-stick	1	D	1.000	12	2	encyclopaedic	is non-stick
is_not_expensive	2	D	0.500	16	3	encyclopaedic	is not expensive
is_not_healthy	1	D	1.000	14	3	encyclopaedic	is not healthy
is_not_illegal_to_wear	1	D	1.000	22	5	encyclopaedic	is not illegal to wear
is_nuclear	2	D	0.500	10	2	taxonomic	is nuclear
is_nutritious	15	ND	0.067	13	2	encyclopaedic	is nutritious
is_old	1	D	1.000	6	2	encyclopaedic	is old
is_old-fashioned	3	ND	0.333	16	2	encyclopaedic	is old-fashioned
is_open	2	D	0.500	7	2	encyclopaedic	is open
is_opened_by_twisting	1	D	1.000	21	4	function	is opened by twisting
is_orange	15	ND	0.067	9	2	visual-colour	is orange
is_orange_inside	1	D	1.000	16	3	visual-colour	is orange inside
is_oval	3	ND	0.333	7	2	visual-form_and_surface	is oval
is_picked	1	D	1.000	9	2	function	is picked
is_pink	5	ND	0.200	7	2	visual-colour	is pink
is_placed_on_laps	1	D	1.000	17	4	function	is placed on laps
is_placed_under_tongues	1	D	1.000	23	4	function	is placed under tongues
is_plaid	1	D	1.000	8	2	visual-colour	is plaid
is_plush	1	D	1.000	8	2	tactile	is plush
is_poisonous	3	ND	0.333	12	2	encyclopaedic	is poisonous
is_popular	2	D	0.500	10	2	encyclopaedic	is popular
is_portable	3	ND	0.333	11	2	encyclopaedic	is portable
is_powerful	3	ND	0.333	11	2	encyclopaedic	is powerful
is_precious	1	D	1.000	11	2	encyclopaedic	is precious
is_pretty	7	ND	0.143	9	2	encyclopaedic	is pretty
is_prickly	2	D	0.500	10	2	tactile	is prickly
is_primitive	1	D	1.000	12	2	encyclopaedic	is primitive
is_purple	5	ND	0.200	9	2	visual-colour	is purple
is_quiet	2	D	0.500	8	2	encyclopaedic	is quiet
is_rectangular	10	ND	0.100	14	2	visual-form_and_surface	is rectangular
is_recyclable	1	D	1.000	13	2	encyclopaedic	is recyclable
is_red	26	ND	0.038	6	2	visual-colour	is red
is_restricting	1	D	1.000	14	2	encyclopaedic	is restricting
is_rough	3	ND	0.333	8	2	tactile	is rough
is_round	76	ND	0.013	8	2	visual-form_and_surface	is round
is_run-down	1	D	1.000	11	2	encyclopaedic	is run-down
is_scaly	1	D	1.000	8	2	tactile	is scaly
is_scary	4	ND	0.250	8	2	encyclopaedic	is scary
is_scented	1	D	1.000	10	2	smell	is scented
is_scientific	1	D	1.000	13	2	encyclopaedic	is scientific
is_serrated	1	D	1.000	11	2	tactile	is serrated
is_sexy	2	D	0.500	7	2	encyclopaedic	is sexy
is_shag	1	D	1.000	7	2	tactile	is shag
is_sharp	18	ND	0.056	8	2	tactile	is sharp
is_sharpened	1	D	1.000	12	2	function	is sharpened
is_sheer	1	D	1.000	8	2	visual-form_and_surface	is sheer
is_shiny	15	ND	0.067	8	2	visual-form_and_surface	is shiny
is_short	4	ND	0.250	8	2	visual-form_and_surface	is short
is_short_lived	1	D	1.000	14	3	encyclopaedic	is short lived
is_short-sighted	1	D	1.000	16	2	encyclopaedic	is short-sighted
is_silver	8	ND	0.125	9	2	visual-colour	is silver
is_sinkable	1	D	1.000	11	2	encyclopaedic	is sinkable
is_sleek	2	D	0.500	8	2	visual-form_and_surface	is sleek
is_slender	1	D	1.000	10	2	visual-form_and_surface	is slender
is_slimy	10	ND	0.100	8	2	tactile	is slimy
is_slow	7	ND	0.143	7	2	visual-motion	is slow
is_sly	1	D	1.000	6	2	encyclopaedic	is sly
is_small	121	ND	0.008	8	2	visual-form_and_surface	is small
is_smart	1	D	1.000	8	2	encyclopaedic	is smart
is_smelly	16	ND	0.063	9	2	smell	is smelly
is_smooth	8	ND	0.125	9	2	tactile	is smooth
is_soft	27	ND	0.037	7	2	tactile	is soft
is_solid	2	D	0.500	8	2	tactile	is solid
is_spacious	1	D	1.000	11	2	visual-form_and_surface	is spacious
is_sparkly	1	D	1.000	10	2	visual-form_and_surface	is sparkly
is_square	6	ND	0.167	9	2	visual-form_and_surface	is square
is_sticky	1	D	1.000	9	2	tactile	is sticky
is_straight	2	D	0.500	11	2	visual-form_and_surface	is straight
is_strange_looking	1	D	1.000	18	3	encyclopaedic	is strange looking
is_stretchy	2	D	0.500	11	2	tactile	is stretchy
is_stringy	1	D	1.000	10	2	visual-form_and_surface	is stringy
is_strong	8	ND	0.125	9	2	encyclopaedic	is strong
is_strong_smelling	2	D	0.500	18	3	smell	is strong smelling
is_stupid	2	D	0.500	9	2	encyclopaedic	is stupid
is_tall	12	ND	0.083	7	2	visual-form_and_surface	is tall
is_the_lowest_floor	1	D	1.000	19	4	encyclopaedic	is the lowest floor
is_thick	3	ND	0.333	8	2	visual-form_and_surface	is thick
is_thin	16	ND	0.063	7	2	visual-form_and_surface	is thin
is_tied_together_with_rope	1	D	1.000	26	5	function	is tied together with rope
is_tight	4	ND	0.250	8	2	tactile	is tight
is_timid	1	D	1.000	8	2	encyclopaedic	is timid
is_trainable	1	D	1.000	12	2	encyclopaedic	is trainable
is_transparent	6	ND	0.167	14	2	visual-colour	is transparent
is_trapped	1	D	1.000	10	2	function	is trapped
is_triangular	1	D	1.000	13	2	visual-form_and_surface	is triangular
is_tropical	3	ND	0.333	11	2	encyclopaedic	is tropical
is_twisted	1	D	1.000	10	2	visual-form_and_surface	is twisted
is_ugly	10	ND	0.100	7	2	encyclopaedic	is ugly
is_uncomfortable	2	D	0.500	16	2	tactile	is uncomfortable
is_underground	1	D	1.000	14	2	encyclopaedic	is underground
is_upholstered	2	D	0.500	14	2	encyclopaedic	is upholstered
is_useful	6	ND	0.167	9	2	encyclopaedic	is useful
is_vicious	1	D	1.000	10	2	encyclopaedic	is vicious
is_violent	1	D	1.000	10	2	encyclopaedic	is violent
is_wall_to_wall	1	D	1.000	15	4	encyclopaedic	is wall to wall
is_warm	14	ND	0.071	7	2	tactile	is warm
is_waterproof	2	D	0.500	13	2	encyclopaedic	is waterproof
is_weaved	1	D	1.000	9	2	encyclopaedic	is weaved
is_white	51	ND	0.020	8	2	visual-colour	is white
is_white_inside	5	ND	0.200	15	3	visual-colour	is white inside
is_wild	3	ND	0.333	7	2	encyclopaedic	is wild
is_worm_infested	1	D	1.000	16	3	encyclopaedic	is worm infested
is_wrinkled	2	D	0.500	11	2	visual-form_and_surface	is wrinkled
is_yellow	27	ND	0.037	9	2	visual-colour	is yellow
is_yellow_inside	1	D	1.000	16	3	visual-colour	is yellow inside
is_young	1	D	1.000	8	2	encyclopaedic	is young
juts_out_into_water	1	D	1.000	19	4	encyclopaedic	juts out into water
killed_for_fur	1	D	1.000	14	3	function	killed for fur
king_of_the_beasts	1	D	1.000	18	4	taxonomic	king of the beasts
king_of_the_jungle	1	D	1.000	18	4	taxonomic	king of the jungle
launched_from_airplanes	1	D	1.000	23	3	function	launched from airplanes
like_a_bee	2	D	0.500	10	3	encyclopaedic	like a bee
like_a_book	1	D	1.000	11	3	encyclopaedic	like a book
like_a_box	1	D	1.000	10	3	encyclopaedic	like a box
like_a_buffalo	1	D	1.000	14	3	encyclopaedic	like a buffalo
like_a_cat	1	D	1.000	10	3	encyclopaedic	like a cat
like_a_church	1	D	1.000	13	3	encyclopaedic	like a church
like_a_computer	1	D	1.000	15	3	encyclopaedic	like a computer
like_a_cookie	1	D	1.000	13	3	encyclopaedic	like a cookie
like_a_cow	2	D	0.500	10	3	encyclopaedic	like a cow
like_a_cucumber	1	D	1.000	15	3	encyclopaedic	like a cucumber
like_a_deer	1	D	1.000	11	3	encyclopaedic	like a deer
like_a_diamond	1	D	1.000	14	3	encyclopaedic	like a diamond
like_a_dog	2	D	0.500	10	3	encyclopaedic	like a dog
like_a_fork	1	D	1.000	11	3	encyclopaedic	like a fork
like_a_guitar	1	D	1.000	13	3	encyclopaedic	like a guitar
like_a_horse	1	D	1.000	12	3	encyclopaedic	like a horse
like_a_house	1	D	1.000	12	3	encyclopaedic	like a house
like_a_human	1	D	1.000	12	3	encyclopaedic	like a human
like_a_lemon	1	D	1.000	12	3	encyclopaedic	like a lemon
like_a_nail	1	D	1.000	11	3	encyclopaedic	like a nail
like_a_peach	1	D	1.000	12	3	encyclopaedic	like a peach
like_a_potato	1	D	1.000	13	3	encyclopaedic	like a potato
like_a_slug	1	D	1.000	11	3	encyclopaedic	like a slug
like_a_snake	1	D	1.000	12	3	encyclopaedic	like a snake
like_a_stick	1	D	1.000	12	3	encyclopaedic	like a stick
like_a_train	1	D	1.000	12	3	encyclopaedic	like a train
like_an_ostrich	1	D	1.000	15	3	encyclopaedic	like an ostrich
likes_cheese	1	D	1.000	12	2	encyclopaedic	likes cheese
likes_mud	1	D	1.000	9	2	encyclopaedic	likes mud
lives_by_the_beach	1	D	1.000	18	4	encyclopaedic	lives by the beach
lives_by_the_ocean	2	D	0.500	18	4	encyclopaedic	lives by the ocean
lives_in_a_colony	1	D	1.000	17	4	encyclopaedic	lives in a colony
lives_in_a_hill	1	D	1.000	15	4	encyclopaedic	lives in a hill
lives_in_a_hole	1	D	1.000	15	4	encyclopaedic	lives in a hole
lives_in_a_nest	3	ND	0.333	15	4	encyclopaedic	lives in a nest
lives_in_a_shell	1	D	1.000	16	4	encyclopaedic	lives in a shell
lives_in_Africa	7	ND	0.143	15	3	encyclopaedic	lives in Africa
lives_in_Antarctic	1	D	1.000	18	3	encyclopaedic	lives in Antarctic
lives_in_aquariums	2	D	0.500	18	3	encyclopaedic	lives in aquariums
lives_in_Arctic	2	D	0.500	15	3	encyclopaedic	lives in Arctic
lives_in_Atlantic	1	D	1.000	17	3	encyclopaedic	lives in Atlantic
lives_in_Australia	2	D	0.500	18	3	encyclopaedic	lives in Australia
lives_in_cages	4	ND	0.250	14	3	encyclopaedic	lives in cages
lives_in_Canada	1	D	1.000	15	3	encyclopaedic	lives in Canada
lives_in_caves	1	D	1.000	14	3	encyclopaedic	lives in caves
lives_in_cities	1	D	1.000	15	3	encyclopaedic	lives in cities
lives_in_cold_climates	2	D	0.500	22	4	encyclopaedic	lives in cold climates
lives_in_coops	1	D	1.000	14	3	encyclopaedic	lives in coops
lives_in_dams	1	D	1.000	13	3	encyclopaedic	lives in dams
lives_in_deserts	6	ND	0.167	16	3	encyclopaedic	lives in deserts
lives_in_dirt	1	D	1.000	13	3	encyclopaedic	lives in dirt
lives_in_dirty_places	1	D	1.000	21	4	encyclopaedic	lives in dirty places
lives_in_fields	1	D	1.000	15	3	encyclopaedic	lives in fields
lives_in_flocks	1	D	1.000	15	3	encyclopaedic	lives in flocks
lives_in_Florida	1	D	1.000	16	3	encyclopaedic	lives in Florida
lives_in_forests	9	ND	0.111	16	3	encyclopaedic	lives in forests
lives_in_grass	1	D	1.000	14	3	encyclopaedic	lives in grass
lives_in_ground	5	ND	0.200	15	3	encyclopaedic	lives in ground
lives_in_herds	2	D	0.500	14	3	encyclopaedic	lives in herds
lives_in_hot_climates	1	D	1.000	21	4	encyclopaedic	lives in hot climates
lives_in_houses	2	D	0.500	15	3	encyclopaedic	lives in houses
lives_in_India	1	D	1.000	14	3	encyclopaedic	lives in India
lives_in_jungles	7	ND	0.143	16	3	encyclopaedic	lives in jungles
lives_in_lakes	3	ND	0.333	14	3	encyclopaedic	lives in lakes
lives_in_marshes	1	D	1.000	16	3	encyclopaedic	lives in marshes
lives_in_mountains	3	ND	0.333	18	3	encyclopaedic	lives in mountains
lives_in_nests	1	D	1.000	14	3	encyclopaedic	lives in nests
lives_in_north	1	D	1.000	14	3	encyclopaedic	lives in north
lives_in_oceans	10	ND	0.100	15	3	encyclopaedic	lives in oceans
lives_in_packs	2	D	0.500	14	3	encyclopaedic	lives in packs
lives_in_parks	1	D	1.000	14	3	encyclopaedic	lives in parks
lives_in_pear_trees	1	D	1.000	19	4	encyclopaedic	lives in pear trees
lives_in_ponds	2	D	0.500	14	3	encyclopaedic	lives in ponds
lives_in_Prairies	1	D	1.000	17	3	encyclopaedic	lives in Prairies
lives_in_rugs	1	D	1.000	13	3	encyclopaedic	lives in rugs
lives_in_saltwater	1	D	1.000	18	3	encyclopaedic	lives in saltwater
lives_in_seas	4	ND	0.250	13	3	encyclopaedic	lives in seas
lives_in_sewers	1	D	1.000	15	3	encyclopaedic	lives in sewers
lives_in_Spain	1	D	1.000	14	3	encyclopaedic	lives in Spain
lives_in_stables	1	D	1.000	16	3	encyclopaedic	lives in stables
lives_in_swamps	3	ND	0.333	15	3	encyclopaedic	lives in swamps
lives_in_trees	6	ND	0.167	14	3	encyclopaedic	lives in trees
lives_in_walls	1	D	1.000	14	3	encyclopaedic	lives in walls
lives_in_warm_climates	1	D	1.000	22	4	encyclopaedic	lives in warm climates
lives_in_water	32	ND	0.031	14	3	encyclopaedic	lives in water
lives_in_wilderness	9	ND	0.111	19	3	encyclopaedic	lives in wilderness
lives_in_woods	4	ND	0.250	14	3	encyclopaedic	lives in woods
lives_in_zoos	9	ND	0.111	13	3	encyclopaedic	lives in zoos
lives_near_water	1	D	1.000	16	3	encyclopaedic	lives near water
lives_on_animals	1	D	1.000	16	3	encyclopaedic	lives on animals
lives_on_beaches	1	D	1.000	16	3	encyclopaedic	lives on beaches
lives_on_cats	1	D	1.000	13	3	encyclopaedic	lives on cats
lives_on_dogs	1	D	1.000	13	3	encyclopaedic	lives on dogs
lives_on_farms	12	ND	0.083	14	3	encyclopaedic	lives on farms
lives_on_land	2	D	0.500	13	3	encyclopaedic	lives on land
lives_on_lily_pads	1	D	1.000	18	4	encyclopaedic	lives on lily pads
lives_on_pets	1	D	1.000	13	3	encyclopaedic	lives on pets
lives_on_ponds	1	D	1.000	14	3	encyclopaedic	lives on ponds
lives_on_the_sand	1	D	1.000	17	4	encyclopaedic	lives on the sand
lives_on_water	4	ND	0.250	14	3	encyclopaedic	lives on water
made_by_bees	1	D	1.000	12	3	encyclopaedic	made by bees
made_by_Black_and_Decker	1	D	1.000	24	5	encyclopaedic	made by Black and Decker
made_by_Crayola	1	D	1.000	15	3	encyclopaedic	made by Crayola
made_by_Egyptians	1	D	1.000	17	3	encyclopaedic	made by Egyptians
made_by_Hallmark	1	D	1.000	16	3	encyclopaedic	made by Hallmark
made_by_Harley_Davidson	1	D	1.000	23	4	encyclopaedic	made by Harley Davidson
made_by_humans	4	ND	0.250	14	3	encyclopaedic	made by humans
made_by_N.A.S.A.	1	D	1.000	16	3	encyclopaedic	made by N.A.S.A.
made_by_oysters	1	D	1.000	15	3	encyclopaedic	made by oysters
made_from_dried_grapes	1	D	1.000	22	4	encyclopaedic	made from dried grapes
made_from_dried_plums	1	D	1.000	21	4	encyclopaedic	made from dried plums
made_from_grapes	1	D	1.000	16	3	encyclopaedic	made from grapes
made_from_milk	1	D	1.000	14	3	encyclopaedic	made from milk
made_from_plums	1	D	1.000	15	3	encyclopaedic	made from plums
made_from_wood	1	D	1.000	14	3	encyclopaedic	made from wood
made_in_Cuba	1	D	1.000	12	3	encyclopaedic	made in Cuba
made_in_ovens	2	D	0.500	13	3	encyclopaedic	made in ovens
made_of_animals	1	D	1.000	15	3	visual-form_and_surface	made of animals
made_of_beads	1	D	1.000	13	3	visual-form_and_surface	made of beads
made_of_birch_bark	1	D	1.000	18	4	visual-form_and_surface	made of birch bark
made_of_blocks	1	D	1.000	14	3	visual-form_and_surface	made of blocks
made_of_brass	5	ND	0.200	13	3	visual-form_and_surface	made of brass
made_of_brick	5	ND	0.200	13	3	visual-form_and_surface	made of brick
made_of_bronze	1	D	1.000	14	3	visual-form_and_surface	made of bronze
made_of_burlap	1	D	1.000	14	3	visual-form_and_surface	made of burlap
made_of_canvas	1	D	1.000	14	3	visual-form_and_surface	made of canvas
made_of_cardboard	1	D	1.000	17	3	visual-form_and_surface	made of cardboard
made_of_cast_iron	1	D	1.000	17	4	visual-form_and_surface	made of cast iron
made_of_cement	4	ND	0.250	14	3	visual-form_and_surface	made of cement
made_of_ceramic	7	ND	0.143	15	3	visual-form_and_surface	made of ceramic
made_of_china	3	ND	0.333	13	3	visual-form_and_surface	made of china
made_of_chrome	1	D	1.000	14	3	visual-form_and_surface	made of chrome
made_of_cloth	4	ND	0.250	13	3	visual-form_and_surface	made of cloth
made_of_concrete	1	D	1.000	16	3	visual-form_and_surface	made of concrete
made_of_copper	1	D	1.000	14	3	visual-form_and_surface	made of copper
made_of_cotton	12	ND	0.083	14	3	visual-form_and_surface	made of cotton
made_of_crystal	1	D	1.000	15	3	visual-form_and_surface	made of crystal
made_of_cucumbers	1	D	1.000	17	3	encyclopaedic	made of cucumbers
made_of_denim	1	D	1.000	13	3	visual-form_and_surface	made of denim
made_of_diamonds	2	D	0.500	16	3	visual-form_and_surface	made of diamonds
made_of_different_fabrics	1	D	1.000	25	4	visual-form_and_surface	made of different fabrics
made_of_different_materials	6	ND	0.167	27	4	visual-form_and_surface	made of different materials
made_of_drywall	1	D	1.000	15	3	visual-form_and_surface	made of drywall
made_of_enamel	1	D	1.000	14	3	visual-form_and_surface	made of enamel
made_of_fiberglass	1	D	1.000	18	3	visual-form_and_surface	made of fiberglass
made_of_fibreglass	1	D	1.000	18	3	visual-form_and_surface	made of fibreglass
made_of_flour	1	D	1.000	13	3	encyclopaedic	made of flour
made_of_flowers	1	D	1.000	15	3	visual-form_and_surface	made of flowers
made_of_fur	3	ND	0.333	11	3	visual-form_and_surface	made of fur
made_of_glass	14	ND	0.071	13	3	visual-form_and_surface	made of glass
made_of_gold	6	ND	0.167	12	3	visual-form_and_surface	made of gold
made_of_graphite	1	D	1.000	16	3	visual-form_and_surface	made of graphite
made_of_grass	1	D	1.000	13	3	visual-form_and_surface	made of grass
made_of_iron	3	ND	0.333	12	3	visual-form_and_surface	made of iron
made_of_ivory	1	D	1.000	13	3	visual-form_and_surface	made of ivory
made_of_lace	1	D	1.000	12	3	visual-form_and_surface	made of lace
made_of_lead	2	D	0.500	12	3	visual-form_and_surface	made of lead
made_of_leather	13	ND	0.077	15	3	visual-form_and_surface	made of leather
made_of_logs	2	D	0.500	12	3	visual-form_and_surface	made of logs
made_of_material	18	ND	0.056	16	3	visual-form_and_surface	made of material
made_of_metal	133	ND	0.008	13	3	visual-form_and_surface	made of metal
made_of_mink	1	D	1.000	12	3	visual-form_and_surface	made of mink
made_of_nylon	2	D	0.500	13	3	visual-form_and_surface	made of nylon
made_of_paper	10	ND	0.100	13	3	visual-form_and_surface	made of paper
made_of_pearls	1	D	1.000	14	3	visual-form_and_surface	made of pearls
made_of_pig_skin	1	D	1.000	16	4	visual-form_and_surface	made of pig skin
made_of_plastic	51	ND	0.020	15	3	visual-form_and_surface	made of plastic
made_of_porcelain	6	ND	0.167	17	3	visual-form_and_surface	made of porcelain
made_of_rubber	7	ND	0.143	14	3	visual-form_and_surface	made of rubber
made_of_sand	1	D	1.000	12	3	visual-form_and_surface	made of sand
made_of_silk	6	ND	0.167	12	3	visual-form_and_surface	made of silk
made_of_silver	7	ND	0.143	14	3	visual-form_and_surface	made of silver
made_of_spandex	1	D	1.000	15	3	visual-form_and_surface	made of spandex
made_of_stainless_steel	3	ND	0.333	23	4	visual-form_and_surface	made of stainless steel
made_of_steel	6	ND	0.167	13	3	visual-form_and_surface	made of steel
made_of_stones	1	D	1.000	14	3	visual-form_and_surface	made of stones
made_of_straw	2	D	0.500	13	3	visual-form_and_surface	made of straw
made_of_suede	1	D	1.000	13	3	visual-form_and_surface	made of suede
made_of_terry_cloth	1	D	1.000	19	4	visual-form_and_surface	made of terry cloth
made_of_tobacco	2	D	0.500	15	3	visual-form_and_surface	made of tobacco
made_of_vodka_and_orange_juice	1	D	1.000	30	6	encyclopaedic	made of vodka and orange juice
made_of_wax	2	D	0.500	11	3	visual-form_and_surface	made of wax
made_of_wheat	1	D	1.000	13	3	encyclopaedic	made of wheat
made_of_wicker	1	D	1.000	14	3	visual-form_and_surface	made of wicker
made_of_wire	1	D	1.000	12	3	visual-form_and_surface	made of wire
made_of_wood	79	ND	0.013	12	3	visual-form_and_surface	made of wood
made_of_wool	9	ND	0.111	12	3	visual-form_and_surface	made of wool
made_with_flour	2	D	0.500	15	3	encyclopaedic	made with flour
made_with_sugar	1	D	1.000	15	3	encyclopaedic	made with sugar
made_with_yeast	1	D	1.000	15	3	encyclopaedic	made with yeast
owned_by_companies	1	D	1.000	18	3	function	owned by companies
part_of_a_fence	1	D	1.000	15	4	encyclopaedic	part of a fence
part_of_a_house	2	D	0.500	15	4	encyclopaedic	part of a house
part_of_a_set_of_dishes	2	D	0.500	23	6	encyclopaedic	part of a set of dishes
part_of_a_tree	1	D	1.000	14	4	encyclopaedic	part of a tree
part_of_refrigerators	1	D	1.000	21	3	encyclopaedic	part of refrigerators
part_of_table_setting	2	D	0.500	21	4	encyclopaedic	part of table setting
requires_a_bow	1	D	1.000	14	3	encyclopaedic	requires a bow
requires_a_conductor	1	D	1.000	20	3	encyclopaedic	requires a conductor
